DATE ; IP ; SOURCE ; DESTINATION ; PORT ; FLAG ; SEQ ; ACK ; WIN ; OPTIONS ; VAL ; ECR ; LENGTH
07:48:32.673891; ;128.1.77.226.2050;52.94.225.248;http:;S;94787653:94787773; ;512; ; ; ;120:
07:48:32.673907; ;128.1.77.226.2051;52.94.225.248;http:;S;1811276042:1811276162; ;512; ; ; ;120:
07:48:32.673924; ;128.1.77.226.2052;52.94.225.248;http:;S;1105461722:1105461842; ;512; ; ; ;120:
07:48:32.673941; ;128.1.77.226.knetd;52.94.225.248;http:;S;470755073:470755193; ;512; ; ; ;120:
07:48:32.673957; ;128.1.77.226.2054;52.94.225.248;http:;S;760952661:760952781; ;512; ; ; ;120:
07:48:32.673973; ;128.1.77.226.2055;52.94.225.248;http:;S;784132257:784132377; ;512; ; ; ;120:
07:48:32.673990; ;128.1.77.226.2056;52.94.225.248;http:;S;1585760925:1585761045; ;512; ; ; ;120:
07:48:32.674006; ;128.1.77.226.2057;52.94.225.248;http:;S;1414475405:1414475525; ;512; ; ; ;120:
07:48:32.674023; ;128.1.77.226.2058;52.94.225.248;http:;S;1015044811:1015044931; ;512; ; ; ;120:
07:48:32.674039; ;128.1.77.226.2059;52.94.225.248;http:;S;1087980335:1087980455; ;512; ; ; ;120:
07:48:32.674056; ;128.1.77.226.2060;52.94.225.248;http:;S;1268276017:1268276137; ;512; ; ; ;120:
07:48:32.674072; ;128.1.77.226.2061;52.94.225.248;http:;S;209866329:209866449; ;512; ; ; ;120:
07:48:32.674089; ;128.1.77.226.2062;52.94.225.248;http:;S;1734426916:1734427036; ;512; ; ; ;120:
07:48:32.674105; ;128.1.77.226.2063;52.94.225.248;http:;S;455031934:455032054; ;512; ; ; ;120:
07:48:32.674121; ;128.1.77.226.2064;52.94.225.248;http:;S;872906240:872906360; ;512; ; ; ;120:
07:48:32.674138; ;128.1.77.226.2065;52.94.225.248;http:;S;2062380868:2062380988; ;512; ; ; ;120:
07:48:32.674155; ;128.1.77.226.2066;52.94.225.248;http:;S;2017749710:2017749830; ;512; ; ; ;120:
07:48:32.674171; ;128.1.77.226.2067;52.94.225.248;http:;S;1312474323:1312474443; ;512; ; ; ;120:
07:48:32.674188; ;128.1.77.226.2068;52.94.225.248;http:;S;1006244454:1006244574; ;512; ; ; ;120:
07:48:32.674205; ;128.1.77.226.2069;52.94.225.248;http:;S;1629601124:1629601244; ;512; ; ; ;120:
07:48:32.674221; ;128.1.77.226.2070;52.94.225.248;http:;S;1936562547:1936562667; ;512; ; ; ;120:
07:48:32.674238; ;128.1.77.226.2071;52.94.225.248;http:;S;2076258414:2076258534; ;512; ; ; ;120:
07:48:32.674255; ;128.1.77.226.2072;52.94.225.248;http:;S;1190170563:1190170683; ;512; ; ; ;120:
07:48:32.674271; ;128.1.77.226.2073;52.94.225.248;http:;S;1261348763:1261348883; ;512; ; ; ;120:
07:48:32.674296; ;128.1.77.226.2074;52.94.225.248;http:;S;2041162932:2041163052; ;512; ; ; ;120:
07:48:32.674316; ;128.1.77.226.2075;52.94.225.248;http:;S;1251535354:1251535474; ;512; ; ; ;120:
07:48:32.674336; ;128.1.77.226.2076;52.94.225.248;http:;S;1605633599:1605633719; ;512; ; ; ;120:
07:48:32.674355; ;128.1.77.226.2077;52.94.225.248;http:;S;1772333280:1772333400; ;512; ; ; ;120:
07:48:32.674374; ;128.1.77.226.2078;52.94.225.248;http:;S;128308873:128308993; ;512; ; ; ;120:
07:48:32.674393; ;128.1.77.226.2079;52.94.225.248;http:;S;1418704119:1418704239; ;512; ; ; ;120:
07:48:32.674412; ;128.1.77.226.2080;52.94.225.248;http:;S;2118666858:2118666978; ;512; ; ; ;120:
07:48:32.674429; ;128.1.77.226.2081;52.94.225.248;http:;S;175501097:175501217; ;512; ; ; ;120:
07:48:32.674445; ;128.1.77.226.2082;52.94.225.248;http:;S;1695450174:1695450294; ;512; ; ; ;120:
07:48:32.674462; ;128.1.77.226.2083;52.94.225.248;http:;S;1341524867:1341524987; ;512; ; ; ;120:
07:48:32.674478; ;128.1.77.226.2084;52.94.225.248;http:;S;1731963898:1731964018; ;512; ; ; ;120:
07:48:32.674495; ;128.1.77.226.2085;52.94.225.248;http:;S;1480236279:1480236399; ;512; ; ; ;120:
07:48:32.674511; ;128.1.77.226.gnunet;52.94.225.248;http:;S;1370474268:1370474388; ;512; ; ; ;120:
07:48:32.674527; ;128.1.77.226.2087;52.94.225.248;http:;S;840955142:840955262; ;512; ; ; ;120:
07:48:32.674544; ;128.1.77.226.2088;52.94.225.248;http:;S;1306154308:1306154428; ;512; ; ; ;120:
07:48:32.674573; ;128.1.77.226.2089;52.94.225.248;http:;S;1633632927:1633633047; ;512; ; ; ;120:
07:48:32.674590; ;128.1.77.226.2090;52.94.225.248;http:;S;763887688:763887808; ;512; ; ; ;120:
07:48:32.674607; ;128.1.77.226.2091;52.94.225.248;http:;S;2112678256:2112678376; ;512; ; ; ;120:
07:48:32.674624; ;128.1.77.226.2092;52.94.225.248;http:;S;1594903664:1594903784; ;512; ; ; ;120:
07:48:32.674640; ;128.1.77.226.2093;52.94.225.248;http:;S;944990828:944990948; ;512; ; ; ;120:
07:48:32.674657; ;128.1.77.226.2094;52.94.225.248;http:;S;617971682:617971802; ;512; ; ; ;120:
07:48:32.674673; ;128.1.77.226.2095;52.94.225.248;http:;S;1486752466:1486752586; ;512; ; ; ;120:
07:48:32.674690; ;128.1.77.226.2096;52.94.225.248;http:;S;1318746753:1318746873; ;512; ; ; ;120:
07:48:32.674706; ;128.1.77.226.2097;52.94.225.248;http:;S;2131704252:2131704372; ;512; ; ; ;120:
07:48:32.674723; ;128.1.77.226.2098;52.94.225.248;http:;S;943131992:943132112; ;512; ; ; ;120:
07:48:32.674739; ;128.1.77.226.2099;52.94.225.248;http:;S;906758075:906758195; ;512; ; ; ;120:
07:48:32.674756; ;128.1.77.226.2100;52.94.225.248;http:;S;1504699976:1504700096; ;512; ; ; ;120:
07:48:32.674773; ;128.1.77.226.rtcm-sc104;52.94.225.248;http:;S;378552946:378553066; ;512; ; ; ;120:
07:48:32.674789; ;128.1.77.226.2102;52.94.225.248;http:;S;1752059049:1752059169; ;512; ; ; ;120:
07:48:32.674806; ;128.1.77.226.2103;52.94.225.248;http:;S;372937903:372938023; ;512; ; ; ;120:
07:48:32.674822; ;128.1.77.226.2104;52.94.225.248;http:;S;1797505567:1797505687; ;512; ; ; ;120:
07:48:32.674839; ;128.1.77.226.eklogin;52.94.225.248;http:;S;1624474030:1624474150; ;512; ; ; ;120:
07:48:32.674855; ;128.1.77.226.2106;52.94.225.248;http:;S;1105378646:1105378766; ;512; ; ; ;120:
07:48:32.674872; ;128.1.77.226.2107;52.94.225.248;http:;S;1845853015:1845853135; ;512; ; ; ;120:
07:48:32.674888; ;128.1.77.226.2108;52.94.225.248;http:;S;1323263120:1323263240; ;512; ; ; ;120:
07:48:32.674905; ;128.1.77.226.2109;52.94.225.248;http:;S;1813401483:1813401603; ;512; ; ; ;120:
07:48:32.674922; ;128.1.77.226.2110;52.94.225.248;http:;S;440004927:440005047; ;512; ; ; ;120:
07:48:32.674938; ;128.1.77.226.kx;52.94.225.248;http:;S;1469223958:1469224078; ;512; ; ; ;120:
07:48:32.674955; ;128.1.77.226.2112;52.94.225.248;http:;S;781592379:781592499; ;512; ; ; ;120:
07:48:32.674972; ;128.1.77.226.2113;52.94.225.248;http:;S;72560363:72560483; ;512; ; ; ;120:
07:48:32.674988; ;128.1.77.226.2114;52.94.225.248;http:;S;683652778:683652898; ;512; ; ; ;120:
07:48:32.675005; ;128.1.77.226.2115;52.94.225.248;http:;S;51866226:51866346; ;512; ; ; ;120:
07:48:32.675090; ;BP-Linux8.ssh;192.168.190.222;61604:;P.;925:961;116;293;nopnopTS;136698216;2033250543;36
07:48:32.675185; ;BP-Linux8.ssh;192.168.190.222;61604:;P.;961:1201;116;293;nopnopTS;136698216;2033250543;240
07:48:32.675281; ;BP-Linux8.ssh;192.168.190.222;61604:;P.;1201:1313;116;293;nopnopTS;136698216;2033250543;112
07:48:32.675488; ;BP-Linux8.ssh;192.168.190.222;61604:;P.;1313:1381;116;293;nopnopTS;136698216;2033250543;68
07:48:32.676827; ;192.168.190.222.61604;BP-Linux8;ssh:;.; ;889;2046;nopnopTS;2033250549;136698215;0
07:48:32.676937; ;192.168.190.222.61604;BP-Linux8;ssh:;.; ;925;2045;nopnopTS;2033250549;136698215;0
07:48:32.680412; ;192.168.190.222.61604;BP-Linux8;ssh:;.; ;961;2047;nopnopTS;2033250552;136698216;0
07:48:32.680532; ;192.168.190.222.61604;BP-Linux8;ssh:;.; ;1201;2043;nopnopTS;2033250552;136698216;0
07:48:32.680550; ;192.168.190.222.61604;BP-Linux8;ssh:;.; ;1313;2046;nopnopTS;2033250552;136698216;0
07:48:32.680655; ;192.168.190.222.61604;BP-Linux8;ssh:;.; ;1381;2046;nopnopTS;2033250552;136698216;0
07:48:33.302595; ;BP-Linux8;192.168.115;255:; ;9; ; ; ; ; ;64
07:48:33.303107; ;192.168.115.2;;BP-Linux8:; ;9; ; ; ; ; ;64
07:48:33.303183; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1113:1213;36;291;nopnopTS;136698373;2033250183;100
07:48:33.308451; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1213;2046;nopnopTS;2033251173;136698373;0
07:48:33.666547; ;BP-Linux8.44238;ns1.lan.rt;domain:; ; ; ; ; ; ; ; 
07:48:33.693646; ;ns1.lan.rt.domain;BP-Linux8;44238:; ; ; ; ; ; ; ; 
07:48:34.302594; ;BP-Linux8;192.168.115;255:; ;10; ; ; ; ; ;64
07:48:34.303113; ;192.168.115.2;;BP-Linux8:; ;10; ; ; ; ; ;64
07:48:34.303190; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1213:1313;36;291;nopnopTS;136698623;2033251173;100
07:48:34.308520; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1313;2046;nopnopTS;2033252157;136698623;0
07:48:35.302594; ;BP-Linux8;192.168.115;255:; ;11; ; ; ; ; ;64
07:48:35.303173; ;192.168.115.2;;BP-Linux8:; ;11; ; ; ; ; ;64
07:48:35.303250; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1313:1413;36;291;nopnopTS;136698873;2033252157;100
07:48:35.308626; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1413;2046;nopnopTS;2033253135;136698873;0
07:48:36.302593; ;BP-Linux8;192.168.115;255:; ;12; ; ; ; ; ;64
07:48:36.303103; ;192.168.115.2;;BP-Linux8:; ;12; ; ; ; ; ;64
07:48:36.303182; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1413:1513;36;291;nopnopTS;136699123;2033253135;100
07:48:36.308472; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1513;2046;nopnopTS;2033254112;136699123;0
07:48:37.302595; ;BP-Linux8;192.168.115;255:; ;13; ; ; ; ; ;64
07:48:37.303143; ;192.168.115.2;;BP-Linux8:; ;13; ; ; ; ; ;64
07:48:37.303219; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1513:1613;36;291;nopnopTS;136699373;2033254112;100
07:48:37.308562; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1613;2046;nopnopTS;2033255097;136699373;0
07:48:38.302594; ;BP-Linux8;192.168.115;255:; ;14; ; ; ; ; ;64
07:48:38.303102; ;192.168.115.2;;BP-Linux8:; ;14; ; ; ; ; ;64
07:48:38.303179; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1613:1713;36;291;nopnopTS;136699623;2033255097;100
07:48:38.308701; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1713;2046;nopnopTS;2033256095;136699623;0
07:48:39.302593; ;BP-Linux8;192.168.115;255:; ;15; ; ; ; ; ;64
07:48:39.303103; ;192.168.115.2;;BP-Linux8:; ;15; ; ; ; ; ;64
07:48:39.303187; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1713:1813;36;291;nopnopTS;136699873;2033256095;100
07:48:39.308665; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1813;2046;nopnopTS;2033257093;136699873;0
07:48:40.302594; ;BP-Linux8;192.168.115;255:; ;16; ; ; ; ; ;64
07:48:40.303161; ;192.168.115.2;;BP-Linux8:; ;16; ; ; ; ; ;64
07:48:40.303237; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1813:1913;36;291;nopnopTS;136700123;2033257093;100
07:48:40.308681; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;1913;2046;nopnopTS;2033258092;136700123;0
07:48:41.302603; ;BP-Linux8;192.168.115;255:; ;17; ; ; ; ; ;64
07:48:41.303116; ;192.168.115.2;;BP-Linux8:; ;17; ; ; ; ; ;64
07:48:41.303202; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;1913:2013;36;291;nopnopTS;136700373;2033258092;100
07:48:41.308781; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2013;2046;nopnopTS;2033259090;136700373;0
07:48:42.302593; ;BP-Linux8;192.168.115;255:; ;18; ; ; ; ; ;64
07:48:42.303128; ;192.168.115.2;;BP-Linux8:; ;18; ; ; ; ; ;64
07:48:42.303205; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2013:2113;36;291;nopnopTS;136700623;2033259090;100
07:48:42.308630; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2113;2046;nopnopTS;2033260088;136700623;0
07:48:43.302595; ;BP-Linux8;192.168.115;255:; ;19; ; ; ; ; ;64
07:48:43.303101; ;192.168.115.2;;BP-Linux8:; ;19; ; ; ; ; ;64
07:48:43.303180; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2113:2213;36;291;nopnopTS;136700873;2033260088;100
07:48:43.308654; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2213;2046;nopnopTS;2033261086;136700873;0
07:48:44.302587; ;BP-Linux8;192.168.115;255:; ;20; ; ; ; ; ;64
07:48:44.303095; ;192.168.115.2;;BP-Linux8:; ;20; ; ; ; ; ;64
07:48:44.303177; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2213:2313;36;291;nopnopTS;136701123;2033261086;100
07:48:44.308733; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2313;2046;nopnopTS;2033262084;136701123;0
07:48:45.302593; ;BP-Linux8;192.168.115;255:; ;21; ; ; ; ; ;64
07:48:45.303155; ;192.168.115.2;;BP-Linux8:; ;21; ; ; ; ; ;64
07:48:45.303230; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2313:2413;36;291;nopnopTS;136701373;2033262084;100
07:48:45.308603; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2413;2046;nopnopTS;2033263083;136701373;0
07:48:46.302593; ;BP-Linux8;192.168.115;255:; ;22; ; ; ; ; ;64
07:48:46.303109; ;192.168.115.2;;BP-Linux8:; ;22; ; ; ; ; ;64
07:48:46.303184; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2413:2513;36;291;nopnopTS;136701623;2033263083;100
07:48:46.308531; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2513;2046;nopnopTS;2033264075;136701623;0
07:48:47.302596; ;BP-Linux8;192.168.115;255:; ;23; ; ; ; ; ;64
07:48:47.303124; ;192.168.115.2;;BP-Linux8:; ;23; ; ; ; ; ;64
07:48:47.303205; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2513:2613;36;291;nopnopTS;136701873;2033264075;100
07:48:47.308668; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2613;2046;nopnopTS;2033265073;136701873;0
07:48:48.302593; ;BP-Linux8;192.168.115;255:; ;24; ; ; ; ; ;64
07:48:48.303114; ;192.168.115.2;;BP-Linux8:; ;24; ; ; ; ; ;64
07:48:48.303189; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2613:2713;36;291;nopnopTS;136702123;2033265073;100
07:48:48.308707; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2713;2046;nopnopTS;2033266072;136702123;0
07:48:49.302593; ;BP-Linux8;192.168.115;255:; ;25; ; ; ; ; ;64
07:48:49.303083; ;192.168.115.2;;BP-Linux8:; ;25; ; ; ; ; ;64
07:48:49.303158; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2713:2813;36;291;nopnopTS;136702373;2033266072;100
07:48:49.308608; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2813;2046;nopnopTS;2033267069;136702373;0
07:48:50.302591; ;BP-Linux8;192.168.115;255:; ;26; ; ; ; ; ;64
07:48:50.303166; ;192.168.115.2;;BP-Linux8:; ;26; ; ; ; ; ;64
07:48:50.303240; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2813:2913;36;291;nopnopTS;136702623;2033267069;100
07:48:50.308739; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;2913;2046;nopnopTS;2033268069;136702623;0
07:48:51.302591; ;BP-Linux8;192.168.115;255:; ;27; ; ; ; ; ;64
07:48:51.303231; ;192.168.115.2;;BP-Linux8:; ;27; ; ; ; ; ;64
07:48:51.303308; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;2913:3013;36;291;nopnopTS;136702873;2033268069;100
07:48:51.308735; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3013;2046;nopnopTS;2033269064;136702873;0
07:48:52.302599; ;BP-Linux8;192.168.115;255:; ;28; ; ; ; ; ;64
07:48:52.303136; ;192.168.115.2;;BP-Linux8:; ;28; ; ; ; ; ;64
07:48:52.303214; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3013:3113;36;291;nopnopTS;136703123;2033269064;100
07:48:52.308658; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3113;2046;nopnopTS;2033270062;136703123;0
07:48:53.302594; ;BP-Linux8;192.168.115;255:; ;29; ; ; ; ; ;64
07:48:53.303239; ;192.168.115.2;;BP-Linux8:; ;29; ; ; ; ; ;64
07:48:53.303311; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3113:3213;36;291;nopnopTS;136703373;2033270062;100
07:48:53.308718; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3213;2046;nopnopTS;2033271062;136703373;0
07:48:54.302593; ;BP-Linux8;192.168.115;255:; ;30; ; ; ; ; ;64
07:48:54.303092; ;192.168.115.2;;BP-Linux8:; ;30; ; ; ; ; ;64
07:48:54.303181; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3213:3313;36;291;nopnopTS;136703623;2033271062;100
07:48:54.308616; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3313;2046;nopnopTS;2033272061;136703623;0
07:48:55.302591; ;BP-Linux8;192.168.115;255:; ;31; ; ; ; ; ;64
07:48:55.303258; ;192.168.115.2;;BP-Linux8:; ;31; ; ; ; ; ;64
07:48:55.303347; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3313:3413;36;291;nopnopTS;136703873;2033272061;100
07:48:55.308811; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3413;2046;nopnopTS;2033273060;136703873;0
07:48:56.302594; ;BP-Linux8;192.168.115;255:; ;32; ; ; ; ; ;64
07:48:56.303120; ;192.168.115.2;;BP-Linux8:; ;32; ; ; ; ; ;64
07:48:56.303197; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3413:3513;36;291;nopnopTS;136704123;2033273060;100
07:48:56.308591; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3513;2046;nopnopTS;2033274058;136704123;0
07:48:57.302601; ;BP-Linux8;192.168.115;255:; ;33; ; ; ; ; ;64
07:48:57.303269; ;192.168.115.2;;BP-Linux8:; ;33; ; ; ; ; ;64
07:48:57.303353; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3513:3613;36;291;nopnopTS;136704373;2033274058;100
07:48:57.308664; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3613;2046;nopnopTS;2033275057;136704373;0
07:48:58.302592; ;BP-Linux8;192.168.115;255:; ;34; ; ; ; ; ;64
07:48:58.303106; ;192.168.115.2;;BP-Linux8:; ;34; ; ; ; ; ;64
07:48:58.303182; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3613:3713;36;291;nopnopTS;136704623;2033275057;100
07:48:58.308634; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3713;2046;nopnopTS;2033276056;136704623;0
07:48:59.302591; ;BP-Linux8;192.168.115;255:; ;35; ; ; ; ; ;64
07:48:59.303100; ;192.168.115.2;;BP-Linux8:; ;35; ; ; ; ; ;64
07:48:59.303177; ;BP-Linux8.ssh;192.168.190.222;61613:;P.;3713:3813;36;291;nopnopTS;136704873;2033276056;100
07:48:59.308596; ;192.168.190.222.61613;BP-Linux8;ssh:;.; ;3813;2046;nopnopTS;2033277054;136704873;0
